pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
HD 9446,c,HD 9446 c,Radial Velocity,0,2,192.9,0.9,-0.9,0,0.654,0.022,-0.022,0,0.06,0.06,-0.06,0,,,,0,1.82,0.17,-0.17,0,Msini,,,,0,,,,0,0,0,0,0,01h33m20.18s,23.334101,+29d15m54.5s,29.265148,50.42,0.35,-0.35,0,50.42,0.35,-0.35,0,8.369,0.015,0,V (Johnson),8.209,,0,5793,22,-22,0,1,0.1,-0.1,0,1,,,0,1/31/2019,Haute-Provence Observatory
HD 94834,b,HD 94834 b,Radial Velocity,0,1,1576,76,-76,0,2.74,0.18,-0.18,0,0.14,0.1,-0.1,0,,,,0,1.26,0.17,-0.17,0,Msini,,,,,,,,0,0,0,0,0,10h57m15.11s,164.312973,+24d08m34.0s,24.142782,98.43,0.64,-0.64,0,98.43,0.64,-0.64,0,7.6,,0,V (Johnson),7.302,,0,4798,,,0,1.11,,,0,4.2,,,0,12/6/2018,W. M. Keck Observatory
HD 95089,b,HD 95089 b,Radial Velocity,0,2,464.4,3.8,-3.8,0,1.36,0.13,-0.13,0,0.119,0.072,-0.072,0,,,,0,1.26,0.085,-0.085,0,Msini,,,,,,,,0,0,0,0,1,10h58m47.74s,164.698898,+01d43m45.2s,1.729216,137.46,1.95,-1.95,0,137.46,1.95,-1.95,0,7.92,,0,V (Johnson),7.661,,0,4918,,,0,1.54,,,0,5.08,,,0,12/6/2018,W. M. Keck Observatory
HD 95089,c,HD 95089 c,Radial Velocity,0,2,1785,32,-32,0,3.33,0.31,-0.31,0,0.284,0.042,-0.042,0,,,,0,3.45,0.14,-0.14,0,Msini,,,,,,,,0,0,0,0,1,10h58m47.74s,164.698898,+01d43m45.2s,1.729216,137.46,1.95,-1.95,0,137.46,1.95,-1.95,0,7.92,,0,V (Johnson),7.661,,0,4918,,,0,1.54,,,0,5.08,,,0,12/6/2018,W. M. Keck Observatory
HD 95127,b,HD 95127 b,Radial Velocity,0,1,482,5,-5,0,1.28,0.08,-0.08,0,0.11,0.1,-0.1,0,,,,0,10.63,8.06,-8.06,0,Msini,,,,0,,,,0,0,0,0,0,10h59m35.09s,164.896194,+43d48m52.1s,43.814465,689.75,45.77,-45.77,0,689.75,45.77,-45.77,0,8.15,0.01,0,V (Johnson),7.721,,0,4218,30,-30,0,3.7,4.16,-4.16,0,41.01,18.22,-18.22,0,9/6/2018,McDonald Observatory
HD 95872,b,HD 95872 b,Radial Velocity,0,1,4375,170,-170,0,5.15,0.16,-0.16,0,0.06,0.04,-0.04,0,,,,0,3.74,0.93,-0.93,0,Msini,,,,0,,,,0,0,0,0,1,11h03m28.11s,165.867114,-22d05m38.3s,-22.093977,72.37,0.18,-0.18,0,72.37,0.18,-0.18,0,9.895,,0,V (Johnson),9.653,,0,5312,100,-100,0,0.7,0.25,-0.25,0,0.84,0.04,-0.04,0,9/6/2018,Multiple Facilities
HD 96063,b,HD 96063 b,Radial Velocity,0,1,362.5,2.2,-2.2,0,1.11,0.14,-0.14,0,0.17,0.11,-0.11,0,,,,0,1.27,0.27,-0.27,0,Msini,,,,,,,,0,0,0,0,0,11h04m44.45s,166.185226,-02d30m47.6s,-2.513218,140.62,1.33,-1.33,0,140.62,1.33,-1.33,0,8.21,,0,V (Johnson),7.97,,0,5020,,,0,1.37,,,0,4.75,,,0,12/6/2018,W. M. Keck Observatory
HD 96127,b,HD 96127 b,Radial Velocity,0,1,647.29999,17,-17,0,1.42,0.13,-0.13,0,0.3,0.1,-0.1,0,,,,0,20.96,12.99,-12.99,0,Msini,,,,0,,,,0,0,0,0,0,11h05m45.95s,166.441452,+44d18m05.6s,44.301559,597.42,26.09,-26.09,0,597.42,26.09,-26.09,0,7.43,,0,V (Johnson),6.882,,0,3943,23,-23,0,10.94,10.02,-10.02,0,51.1,22.81,-22.81,0,9/6/2018,McDonald Observatory
HD 96167,b,HD 96167 b,Radial Velocity,0,1,498.04,0.76,-0.76,0,1.332,0.098,-0.098,0,0.685,0.029,-0.029,0,,,,0,0.717,0.04,-0.04,0,Msini,,,,,,,,0,0,0,0,0,11h05m15.07s,166.31279,-10d17m28.7s,-10.291301,85.51,0.41,-0.41,0,85.51,0.41,-0.41,0,8.09,,0,V (Johnson),7.928,,0,5733,,,0,1.27,,,0,1.94,,,0,12/6/2018,W. M. Keck Observatory
HD 97658,b,HD 97658 b,Radial Velocity,0,1,9.4909,0.0016,-0.0016,0,,,,0,0.06,0.05,-0.05,0,89.45,0.4,-0.4,0,0.03,0,0,0,Mass,0.21,0.01,-0.01,0,,,,0,0,0,0,1,11h14m33.16s,168.638184,+25d42m37.4s,25.710384,21.58,0.03,-0.03,0,21.58,0.03,-0.03,0,7.71,0.01,0,V (Johnson),7.514,,0,5175,25,-25,0,0.89,0.15,-0.15,0,0.74,0.01,-0.01,0,4/26/2018,W. M. Keck Observatory
HD 98219,b,HD 98219 b,Radial Velocity,0,1,433.8,2,-2,0,1.26,0.12,-0.12,0,0.079,0.04,-0.04,0,,,,0,1.964,0.099,-0.099,0,Msini,,,,,,,,0,0,0,0,0,11h17m47.55s,169.448135,-23d58m31.5s,-23.975414,114.07,0.58,-0.58,0,114.07,0.58,-0.58,0,8.05,,0,V (Johnson),7.791,,0,4925,,,0,1.41,,,0,4.6,,,0,12/6/2018,W. M. Keck Observatory
HD 98649,b,HD 98649 b,Radial Velocity,0,1,6022.9725,412.7325,-255.675,0,6.57,0.31,-0.23,0,0.86,0.04,-0.02,0,,,,0,6.79,0.53,-0.31,0,Msini,,,,0,,,,0,0,0,0,0,11h20m51.77s,170.215698,-23d13m02.4s,-23.217342,42.22,0.09,-0.09,0,42.22,0.09,-0.09,0,8,,0,V (Johnson),7.829,,0,5790,58,-58,0,1.03,0.06,-0.06,0,1.01,0.02,-0.02,0,4/11/2019,La Silla Observatory
HD 98736,b,HD 98736 b,Radial Velocity,0,1,968.8,2.2,-2.2,0,1.864,0.091,-0.091,0,0.226,0.064,-0.064,0,,,,0,2.33,0.78,-0.78,0,Msini,,,,0,,,,0,0,0,0,0,11h21m49.34s,170.455597,+18d11m24.0s,18.190001,32.48,0.06,-0.06,0,32.48,0.06,-0.06,0,7.93,,0,V (Johnson),7.754,,0,5271,,,0,0.92,0.13,-0.13,0,0.93,0.04,-0.04,0,9/27/2018,W. M. Keck Observatory
HD 99109,b,HD 99109 b,Radial Velocity,0,1,439.29999,5.6,-5.6,0,1.11,0.02,-0.02,0,0.09,0.12,-0.12,0,,,,0,0.44,0.08,-0.08,0,Msini,,,,0,,,,0,0,0,0,0,11h24m17.36s,171.072327,-01d31m44.7s,-1.529076,54.88,0.17,-0.17,0,54.88,0.17,-0.17,0,9.1,,0,V (Johnson),8.868,,0,5282,32,-32,0,0.76,0.1,-0.1,0,0.98,0.02,-0.02,0,9/6/2018,W. M. Keck Observatory
HD 99492,b,HD 99492 b,Radial Velocity,0,1,17.0431,0.0047,-0.0047,0,0.12,0,0,0,0.25,0.09,-0.09,0,,,,0,0.07,0.05,-0.05,0,Msini,,,,0,,,,0,0,0,0,0,11h26m46.28s,171.692825,+03d00m22.8s,3.006328,18.21,0.06,-0.06,0,18.21,0.06,-0.06,0,7.58,,0,V (Johnson),7.26,,0,4815,185,-185,0,0.48,0.51,-0.51,0,0.83,0.07,-0.07,0,9/6/2018,W. M. Keck Observatory
HD 99706,b,HD 99706 b,Radial Velocity,0,2,841,32,-32,0,1.98,0.14,-0.14,0,0.25,0.16,-0.16,0,,,,0,1.23,0.19,-0.19,0,Msini,,,,,,,,0,0,0,0,0,11h28m30.21s,172.125885,+43d57m59.7s,43.966579,147.21,1.12,-1.12,0,147.21,1.12,-1.12,0,7.65,,0,V (Johnson),7.377,,0,4862,,,0,1.46,,,0,5.52,,,0,12/6/2018,W. M. Keck Observatory
HD 99706,c,HD 99706 c,Radial Velocity,0,2,1278,151,-198,0,,,,0,0.411,0.231,-0.178,0,,,,0,5.69,1.43,-0.96,0,Msini,,,,0,,,,0,0,0,0,0,11h28m30.21s,172.125885,+43d57m59.7s,43.966579,147.21,1.12,-1.12,0,147.21,1.12,-1.12,0,7.65,,0,V (Johnson),7.377,,0,4862,,,0,1.46,,,0,5.52,,,0,11/29/2018,W. M. Keck Observatory
HIP 105854,b,HIP 105854 b,Radial Velocity,0,1,184.2,0.5,-0.5,0,0.81,0.03,-0.03,0,0.02,0.03,-0.03,0,,,,,8.2,0.2,-0.2,0,Msini,,,,,,,,,0,0,0,0,21h26m22.87s,321.595306,-37d49m45.9s,-37.82943,78.8,0.74,-0.74,0,78.8,0.74,-0.74,0,5.64,,0,V (Johnson),5.256,,0,4780,100,-100,0,2.1,0.1,-0.1,0,,,,,6/11/2014,Multiple Observatories
HIP 107773,b,HIP 107773 b,Radial Velocity,0,1,144.3,0.5,-0.5,0,0.72,0.03,-0.03,0,0.09,0.06,-0.06,0,,,,,1.98,0.21,-0.21,0,Msini,,,,,,,,,0,0,0,0,21h50m00.12s,327.500519,-64d42m45.1s,-64.71254,103.63,4.48,-4.12,0,105.49,0.81,-0.81,0,5.62,,0,V (Johnson),5.333,,0,4945,100,-100,0,2.42,0.27,-0.27,0,11.6,1.4,-1.4,0,6/4/2015,Multiple Observatories
HIP 109384,b,HIP 109384 b,Radial Velocity,0,1,499.48,0.32,-0.32,0,1.134,0.029,-0.029,0,0.549,0.003,-0.003,0,,,,,1.56,0.08,-0.08,0,Msini,,,,,,,,,0,0,0,0,22h09m37.40s,332.405823,+71d18m51.6s,71.314331,56.2,2.7,-2.7,0,59.06,0.12,-0.12,0,9.63,0.02,0,V (Johnson),9.388,,0,5180,45,-45,0,0.78,0.06,-0.06,0,,,,,2/25/2016,Haute-Provence Observatory
HIP 109600,b,HIP 109600 b,Radial Velocity,0,1,232.08,0.15,-0.15,0,0.706,0.016,-0.016,0,0.163,0.006,-0.006,0,,,,,2.68,0.12,-0.12,0,Msini,,,,,,,,,0,0,0,0,22h12m06.25s,333.026062,+29d03m56.9s,29.065811,58.6,3.2,-3.2,0,66.46,0.19,-0.19,0,9.16,0.02,0,V (Johnson),9.004,,0,5530,35,-35,0,0.87,0.06,-0.06,0,,,,,2/25/2016,Haute-Provence Observatory
HIP 12961,b,HIP 12961 b,Radial Velocity,0,1,57.435,0.042,-0.042,0,0.25,0.01,-0.01,0,0.17,0.03,-0.03,0,,,,0,0.36,0.07,-0.07,0,Msini,,,,0,,,,0,0,0,0,0,02h46m42.89s,41.678692,-23d05m11.8s,-23.086611,23.39,0.02,-0.02,0,23.39,0.02,-0.02,0,10.24,0.01,0,V (Johnson),9.599,,0,3901,175,-175,0,0.69,0.19,-0.19,0,0.65,0.06,-0.06,0,9/6/2018,La Silla Observatory
HIP 14810,b,HIP 14810 b,Radial Velocity,0,3,6.673892,0.000008,-0.000008,0,0.0696,0.0044,-0.0044,0,0.14399,0.00087,-0.00087,0,,,,0,3.9,0.49,-0.49,0,Msini,,,,0,,,,0,0,0,0,0,03h11m14.23s,47.809292,+21d05m50.5s,21.097359,50.55,0.11,-0.11,0,50.55,0.11,-0.11,0,8.52,,0,V (Johnson),8.333,,0,5544,,,0,1.01,0.19,-0.19,0,1.07,0.08,-0.08,0,9/27/2018,W. M. Keck Observatory
HIP 14810,c,HIP 14810 c,Radial Velocity,0,3,147.747,0.029,-0.029,0,0.549,0.034,-0.034,0,0.1566,0.0099,-0.0099,0,,,,0,1.31,0.18,-0.18,0,Msini,,,,0,,,,0,0,0,0,0,03h11m14.23s,47.809292,+21d05m50.5s,21.097359,50.55,0.11,-0.11,0,50.55,0.11,-0.11,0,8.52,,0,V (Johnson),8.333,,0,5544,,,0,1.01,0.19,-0.19,0,1.07,0.08,-0.08,0,9/27/2018,W. M. Keck Observatory
HIP 14810,d,HIP 14810 d,Radial Velocity,0,3,981.8,6.9,-6.9,0,1.94,0.13,-0.13,0,0.185,0.035,-0.035,0,,,,0,0.59,0.1,-0.1,0,Msini,,,,0,,,,0,0,0,0,0,03h11m14.23s,47.809292,+21d05m50.5s,21.097359,50.55,0.11,-0.11,0,50.55,0.11,-0.11,0,8.52,,0,V (Johnson),8.333,,0,5544,,,0,1.01,0.19,-0.19,0,1.07,0.08,-0.08,0,9/27/2018,W. M. Keck Observatory
HIP 35173,b,HIP 35173 b,Radial Velocity,0,1,41.516,0.077,-0.077,0,0.217,0.004,-0.004,0,0.16,0.11,-0.11,0,,,,0,0.03996,0.0085,-0.0085,0,Msini,,,,0,,,,0,0,0,0,0,07h16m10.68s,109.044479,-03d39m57.3s,-3.66591,33.19,,,0,33.19,0.06,-0.06,0,9.01,0.02,0,V (Johnson),,,,4881,55,-81,0,0.79,0.05,-0.05,0,,,,0,5/23/2019,Las Campanas Observatory
HIP 5158,b,HIP 5158 b,Radial Velocity,0,2,345.72,5.37,-5.37,0,0.89,,,0,0.52,0.08,-0.08,0,,,,,1.42,,,0,Msini,,,,,,,,,0,0,0,0,01h06m02.05s,16.508533,-22d27m11.4s,-22.453154,51.68,0.1,-0.1,0,51.68,0.1,-0.1,0,10.167,0.035,0,V (Johnson),9.802,,0,4962,89,-89,0,0.78,0.02,-0.02,0,,,,,5/14/2014,La Silla Observatory
HIP 5158,c,HIP 5158 c,Radial Velocity,0,2,9017.76,3180.74,-3180.74,0,7.7,1.88,-1.88,0,0.14,0.1,-0.1,0,,,,,15.04,10.55,-10.55,0,Msini,,,,,,,,,0,0,0,0,01h06m02.05s,16.508533,-22d27m11.4s,-22.453154,51.68,0.1,-0.1,0,51.68,0.1,-0.1,0,10.167,0.035,0,V (Johnson),9.802,,0,4962,89,-89,0,0.78,0.02,-0.02,0,,,,,9/10/2015,La Silla Observatory
HIP 54373,b,HIP 54373 b,Radial Velocity,0,2,7.76,0.003,-0.003,0,0.063,0.001,-0.001,0,0.2,0.11,-0.11,0,,,,0,0.02712,0.00579,-0.00579,0,Msini,,,,0,,,,0,0,0,0,0,11h07m27.70s,166.865433,-19d17m29.4s,-19.291489,18.73,,,0,18.73,0.02,-0.02,0,10.38,0,0,V (Johnson),,,,4021,226,-146,0,0.57,0.03,-0.03,0,,,,0,5/23/2019,Las Campanas Observatory
HIP 54373,c,HIP 54373 c,Radial Velocity,0,2,15.144,0.008,-0.008,0,0.099,0.002,-0.002,0,0.2,0.12,-0.12,0,,,,0,0.03914,0.00664,-0.00664,0,Msini,,,,0,,,,0,0,0,0,0,11h07m27.70s,166.865433,-19d17m29.4s,-19.291489,18.73,,,0,18.73,0.02,-0.02,0,10.38,0,0,V (Johnson),,,,4021,226,-146,0,0.57,0.03,-0.03,0,,,,0,5/23/2019,Las Campanas Observatory
HIP 57274,b,HIP 57274 b,Radial Velocity,0,3,8.1352,0.004,-0.004,0,0.07,0,0,0,0.19,0.1,-0.1,0,,,,0,0.02,0.01,-0.01,0,Msini,,,,0,,,,0,0,0,0,1,11h44m40.96s,176.170685,+30d57m33.5s,30.959293,25.88,0.03,-0.03,0,25.88,0.03,-0.03,0,8.98,0.04,0,V (Johnson),8.571,,0,4510,136,-136,0,0.29,0.3,-0.3,0,0.78,0.05,-0.05,0,9/6/2018,W. M. Keck Observatory
HIP 57274,c,HIP 57274 c,Radial Velocity,0,3,32.03,0.02,-0.02,0,0.178,,,0,0.05,0.02,-0.02,0,,,,,0.40902,0.00944,-0.00944,0,Msini,,,,,,,,,0,0,0,0,11h44m40.96s,176.170685,+30d57m33.5s,30.959293,25.88,0.03,-0.03,0,25.88,0.03,-0.03,0,8.98,0.04,0,V (Johnson),8.571,,0,4510,136,-136,0,0.29,0.3,-0.3,0,0.78,0.05,-0.05,0,4/24/2015,W. M. Keck Observatory
HIP 57274,d,HIP 57274 d,Radial Velocity,0,3,431.7,8.5,-8.5,0,1.01,,,0,0.27,0.05,-0.05,0,,,,,0.5267,0.03,-0.03,0,Msini,,,,,,,,,0,0,0,0,11h44m40.96s,176.170685,+30d57m33.5s,30.959293,25.88,0.03,-0.03,0,25.88,0.03,-0.03,0,8.98,0.04,0,V (Johnson),8.571,,0,4510,136,-136,0,0.29,0.3,-0.3,0,0.78,0.05,-0.05,0,3/26/2015,W. M. Keck Observatory
HIP 63242,b,HIP 63242 b,Radial Velocity,0,1,124.6,,,0,0.565,,,0,0.23,,,0,,,,,9.18,,,0,Msini,,,,,,,,,0,0,0,0,12h57m31.96s,194.383163,-65d38m47.3s,-65.646461,157.16,0.7,-0.7,0,157.16,0.7,-0.7,0,6.871,0.01,0,V (Johnson),6.565,,0,4830,100,-100,0,1.54,0.05,-0.05,0,,,,,5/14/2014,Multiple Observatories
HIP 65407,b,HIP 65407 b,Radial Velocity,0,2,28.125,0.019,-0.019,0,0.177,0.005,-0.005,0,0.14,0.07,-0.07,0,,,,,0.428,0.032,-0.032,0,Msini,,,,,,,,,0,0,0,0,13h24m21.04s,201.087662,+48d53m06.3s,48.885094,55.5,4.6,-4.6,0,61.89,0.11,-0.11,0,9.42,0.02,0,V (Johnson),9.151,,0,5460,50,-50,0,0.93,0.07,-0.07,0,,,,,2/25/2016,Haute-Provence Observatory
HIP 65407,c,HIP 65407 c,Radial Velocity,0,2,67.3,0.08,-0.08,0,0.316,0.008,-0.008,0,0.12,0.04,-0.04,0,,,,,0.784,0.054,-0.054,0,Msini,,,,,,,,,0,0,0,0,13h24m21.04s,201.087662,+48d53m06.3s,48.885094,55.5,4.6,-4.6,0,61.89,0.11,-0.11,0,9.42,0.02,0,V (Johnson),9.151,,0,5460,50,-50,0,0.93,0.07,-0.07,0,,,,,2/25/2016,Haute-Provence Observatory
HIP 65891,b,HIP 65891 b,Radial Velocity,0,1,1084.5,23.2,-23.2,0,2.81,0.09,-0.09,0,0.13,0.05,-0.05,0,,,,,6,0.49,-0.49,0,Msini,,,,,,,,,0,0,0,0,13h30m25.27s,202.605301,-58d39m51.7s,-58.664356,136.05,12.09,-10.27,0,150.95,0.65,-0.65,0,6.75,,0,V (Johnson),6.479,,0,5000,100,-100,0,2.5,0.21,-0.21,0,8.93,1.02,-1.02,0,6/4/2015,Multiple Observatories
HIP 67537,b,HIP 67537 b,Radial Velocity,0,1,2556.5,99.2,-94.9,0,4.91,0.14,-0.13,0,0.59,0.05,-0.02,0,,,,,11.1,0.4,-1.1,0,Msini,,,,,,,,,0,0,0,0,13h50m19.40s,207.580826,-39d54m03.1s,-39.900856,112.6,5.8,-5.8,0,116.43,0.65,-0.65,0,6.44,0.005,0,V (Johnson),6.165,,0,4985,100,-100,0,2.41,0.16,-0.16,0,8.69,0.88,-0.88,0,4/27/2017,Multiple Observatories
HIP 67851,b,HIP 67851 b,Radial Velocity,0,2,88.9,0.1,-0.1,0,0.46,0.02,-0.02,0,0.05,0.04,-0.04,0,,,,,1.38,0.15,-0.15,0,Msini,,,,,,,,,0,0,0,0,13h53m52.06s,208.466919,-35d18m51.7s,-35.314362,65.96,1.74,-1.65,0,64.24,0.17,-0.17,0,6.17,,0,V (Johnson),5.882,,0,4890,100,-100,0,1.63,0.22,-0.22,0,5.92,0.44,-0.44,0,6/4/2015,Multiple Observatories
HIP 67851,c,HIP 67851 c,Radial Velocity,0,2,2131.8,88.3,-88.3,0,3.82,0.23,-0.23,0,0.17,0.06,-0.06,0,,,,,5.98,0.76,-0.76,0,Msini,,,,,,,,,0,0,0,0,13h53m52.06s,208.466919,-35d18m51.7s,-35.314362,65.96,1.74,-1.65,0,64.24,0.17,-0.17,0,6.17,,0,V (Johnson),5.882,,0,4890,100,-100,0,1.63,0.22,-0.22,0,5.92,0.44,-0.44,0,6/4/2015,Multiple Observatories
HIP 70849,b,HIP 70849 b,Radial Velocity,0,1,17337.5,15512.5,-15512.5,0,20.25,15.75,-15.75,0,0.715,0.245,-0.245,0,,,,,9,6,-6,0,Msini,,,,,,,,,0,0,0,0,14h29m18.56s,217.327347,-46d27m49.7s,-46.463818,24.07,0.02,-0.02,0,24.07,0.02,-0.02,0,10.36,,0,V (Johnson),9.698,,0,4105,130,-130,0,0.63,0.03,-0.03,0,,,,0,5/14/2014,La Silla Observatory
HIP 71135,b,HIP 71135 b,Radial Velocity,0,1,87.19,0.381,-0.381,0,0.335,0.007,-0.007,0,0.21,0.13,-0.13,0,,,,0,0.05915,0.0129,-0.0129,0,Msini,,,,0,,,,0,0,0,0,0,14h32m52.22s,218.21759,-52d38m46.6s,-52.646271,32.36,,,0,32.36,0.05,-0.05,0,10.542,0.052,0,V (Johnson),,,,4146,107,-110,0,0.66,0.04,-0.04,0,,,,0,5/23/2019,Las Campanas Observatory
HIP 74890,b,HIP 74890 b,Radial Velocity,0,1,822.3,16.8,-16.8,0,2.1,0.09,-0.09,0,0.07,0.07,-0.07,0,,,,,2.4,0.3,-0.3,0,Msini,,,,,,,,,0,0,0,0,15h18m17.33s,229.572205,-41d25m14.1s,-41.42057,91.49,5.27,-5.27,0,78.83,0.26,-0.26,0,7.05,,0,V (Johnson),6.752,,0,4850,100,-100,0,1.74,0.21,-0.21,0,5.77,0.53,-0.53,0,3/17/2016,Multiple Observatories
HIP 79431,b,HIP 79431 b,Radial Velocity,0,1,111.7,0.7,-0.7,0,0.36,,,0,0.29,0.02,-0.02,0,,,,0,2.1,,,0,Msini,,,,0,,,,0,0,0,0,0,16h12m41.77s,243.174057,-18d52m31.8s,-18.875504,14.54,0.03,-0.03,0,14.54,0.03,-0.03,0,11.34,,0,V (Johnson),10.235,,0,3368,,,0,0.42,,,0,0.54,,,0,1/31/2019,W. M. Keck Observatory
HIP 8541,b,HIP 8541 b,Radial Velocity,0,1,1560.2,53.9,-53.9,0,2.8,0.25,-0.25,0,0.16,0.06,-0.06,0,,,,,5.5,1,-1,0,Msini,,,,,,,,,0,0,0,0,01h50m06.33s,27.526375,-54d27m53.9s,-54.464962,168.63,17.35,-17.35,0,155.82,0.64,-0.64,0,7.88,,0,V (Johnson),7.561,,0,4670,100,-100,0,1.17,0.28,-0.28,0,7.83,1.02,-1.02,0,3/17/2016,Multiple Observatories
HIP 91258,b,HIP 91258 b,Radial Velocity,0,1,5.0505,0.0015,-0.0015,0,0.06,0,0,0,0.02,0.01,-0.01,0,,,,0,1.09,0.21,-0.21,0,Msini,,,,0,,,,0,0,0,0,0,18h36m53.15s,279.221466,+61d42m09.0s,61.702503,45.95,0.07,-0.07,0,45.95,0.07,-0.07,0,8.646,0.015,0,V (Johnson),8.45,,0,5519,70,-70,0,0.97,0.28,-0.28,0,0.89,0.03,-0.03,0,9/6/2018,Haute-Provence Observatory
HIP 97233,b,HIP 97233 b,Radial Velocity,0,1,1058.8,6.7,-6.7,0,2.55,0.05,-0.05,0,0.61,0.03,-0.03,0,,,,,20,0.4,-0.4,0,Msini,,,,,,,,,0,0,0,0,19h45m41.27s,296.421967,-00d41m47.9s,-0.696645,102.58,0.41,-0.41,0,102.58,0.41,-0.41,0,7.34,,0,V (Johnson),7.07,,0,5020,100,-100,0,1.93,0.11,-0.11,0,5.34,0.55,-0.55,0,10/3/2014,Multiple Observatories
HR 5183,b,HR 5183 b,Radial Velocity,0,1,27000,16000,-8000,0,18,6,-4,0,0.84,0.04,-0.04,0,,,,0,3.23,0.15,-0.14,0,Msini,,,,0,,,,0,0,0,0,1,13h46m57.12s,206.738007,+06d21m01.4s,6.350375,31.49,0.04,-0.04,0,31.49,0.04,-0.04,0,6.3,,0,V (Johnson),6.169,,0,5794,100,-100,0,1.07,0.04,-0.04,0,1.53,0.06,-0.05,0,9/26/2019,Multiple Observatories
HR 810,b,HR 810 b,Radial Velocity,0,1,302.79999,2.3,-2.3,0,0.92,0.02,-0.02,0,0.14,0.13,-0.13,0,,,,0,2.27,0.25,-0.25,0,Msini,,,,0,,,,0,0,0,0,0,02h42m33.47s,40.639442,-50d48m01.1s,-50.800293,17.33,0.02,-0.02,0,17.33,0.02,-0.02,0,5.41,,0,V (Johnson),5.224,,0,6167,24,-24,0,1.34,0.13,-0.13,0,1.13,0.02,-0.02,0,9/6/2018,La Silla Observatory
IC 4651 9122,b,IC 4651 9122 b,Radial Velocity,0,1,734,8.1,-8.1,0,2.038,0.039,-0.039,0,0.18,0.09,-0.09,0,,,,0,6.3,0.5,-0.5,0,Msini,,,,0,,,,0,0,0,0,0,17h24m50.07s,261.208618,-49d56m56.1s,-49.948917,879.38,33.18,-33.18,0,879.38,33.18,-33.18,0,,,,,10.534,,0,,,,0,2.1,,,0,,,,0,7/19/2018,La Silla Observatory
K2-18,c,K2-18 c,Radial Velocity,1,2,8.962,0.008,-0.008,0,0.06,0.003,-0.003,0,0.47,,,1,,,,0,0.02363,0.00418,-0.00418,0,Msini,,,,0,,,,0,0,0,1,2,11h30m14.51s,172.560455,+07d35m18.2s,7.588391,38.07,0.08,-0.08,0,38.07,0.08,-0.08,0,13.496,0.05,0,V (Johnson),12.415,,0,3457,39,-39,0,0.36,0.05,-0.05,0,0.41,0.04,-0.04,0,12/21/2017,La Silla Observatory
KELT-6,c,KELT-6 c,Radial Velocity,0,2,1276,81,-67,0,2.39,0.11,-0.11,0,0.21,0.039,-0.036,0,,,,,3.71,0.21,-0.21,0,Msini,,,,,,,,,0,0,0,0,13h03m55.65s,195.981868,+30d38m24.2s,30.640051,242.39,1.98,-1.98,0,242.39,1.98,-1.98,0,10.418,0.047,0,V (Johnson),10.193,,0,6102,43,-43,0,1.42,0.46,-0.46,0,1.73,0.12,-0.12,0,9/3/2015,Multiple Observatories
Kapteyn,c,Kapteyn c,Radial Velocity,0,1,121.54,0.25,-0.25,0,0.311,0.038,-0.014,0,0.23,0.1,-0.12,0,,,,,0.022,0.004,-0.003,0,Msini,,,,,,,,,0,0,0,0,05h11m40.58s,77.91909,-45d01m06.3s,-45.018414,3.93,0,0,0,3.93,0,0,0,8.845,,0,V (Johnson),8.062,,0,3550,50,-50,0,0.28,0.01,-0.01,0,0.29,0.03,-0.03,0,6/4/2014,Multiple Observatories
Kepler-19,d,Kepler-19 d,Radial Velocity,0,3,62.95,0.04,-0.3,0,,,,,0.05,0.16,-0.01,0,,,,,0.07079,0.00378,-0.01762,0,Mass,,,,,,,,,0,1,0,0,19h21m41.00s,290.420839,+37d51m06.4s,37.851786,219.95,0.98,-0.98,0,219.95,0.98,-0.98,0,11.898,,0,Kepler-band,11.876,,0,5544,20,-20,0,0.94,0.04,-0.04,0,0.86,0.02,-0.02,0,4/13/2017,Roque de los Muchachos Observatory
